valid_time,latitude,longitude,tp,t2m,u10,v10,d2m
1990-01-06 06:00:00,39.75,22.5,8.106232e-06,273.4402,-0.44300842,-1.032608,267.80408
1990-01-06 12:00:00,39.5,22.25,2.6226044e-05,276.76898,-0.7138214,-1.2998962,269.30347
1990-01-06 12:00:00,39.5,22.5,3.6239624e-05,275.6889,-1.1190948,-1.5411072,269.69214
1990-01-06 12:00:00,39.75,22.25,3.33786e-06,275.0678,-0.730423,-0.63974,268.5359
1990-01-06 12:00:00,39.75,22.5,7.6293945e-06,275.2143,-1.4013214,-1.9385681,269.364
1990-01-06 18:00:00,39.5,22.25,4.7683716e-07,273.44916,1.0686188,-0.70262146,268.64252
1990-01-06 18:00:00,39.5,22.5,9.536743e-07,272.60345,1.0217438,-0.2924652,268.62103
1990-01-06 18:00:00,39.75,22.25,0.0,272.164,0.8147125,-0.17527771,267.7265
1990-01-06 18:00:00,39.75,22.5,0.0,271.8515,0.36647034,-0.9203949,268.09174
1990-01-07 00:00:00,39.5,22.25,0.0,271.23557,1.2205658,-0.5436096,267.68356
1990-01-07 00:00:00,39.5,22.5,0.0,271.23947,1.2527924,0.15560913,267.64645
1990-01-07 00:00:00,39.75,22.25,0.0,269.5383,0.48912048,-1.0914612,266.58395
1990-01-07 00:00:00,39.75,22.5,4.7683716e-07,271.11838,0.8983002,-1.4967346,267.4824
1990-01-07 06:00:00,39.5,22.25,0.0,271.44537,0.90431213,0.3494873,265.92725
1990-01-07 06:00:00,39.5,22.5,0.0,270.03912,0.66407776,0.711792,266.77686
1990-01-07 06:00:00,39.75,22.25,0.0,269.07623,0.27931213,-1.1925049,262.4702
1990-01-07 06:00:00,39.75,22.5,0.0,269.9864,0.99024963,-0.60754395,265.00537
1990-01-07 12:00:00,39.5,22.25,0.0,277.6494,0.7788849,-0.1703186,268.0066
1990-01-07 12:00:00,39.5,22.5,0.0,276.9795,0.63435364,0.12753296,268.77808
1990-01-07 12:00:00,39.75,22.25,0.0,276.36035,0.35993958,0.20663452,265.23315
1990-01-07 12:00:00,39.75,22.5,0.0,276.9131,-0.0043182373,-0.15274048,268.10425
1990-01-07 18:00:00,39.5,22.25,0.0,272.7395,0.5213928,0.82954407,267.33344
1990-01-07 18:00:00,39.5,22.5,0.0,271.03442,0.36416626,1.43013,267.66156
1990-01-07 18:00:00,39.75,22.25,0.0,269.92114,0.11807251,-0.7436981,265.8471
1990-01-07 18:00:00,39.75,22.5,0.0,273.50513,0.8377991,-0.3716278,267.3432
1990-01-08 00:00:00,39.5,22.25,0.0,268.28552,0.003616333,0.6389618,265.70422
1990-01-08 00:00:00,39.5,22.5,0.0,267.48474,-0.10771179,1.2024384,265.67688
1990-01-08 00:00:00,39.75,22.25,0.0,268.83826,-0.034469604,-1.2223663,261.95618
1990-01-08 00:00:00,39.75,22.5,0.0,272.2152,0.7545929,-0.8219757,263.89954
1990-01-08 06:00:00,39.5,22.25,0.0,267.87585,-0.044052124,0.5923157,263.10254
1990-01-08 06:00:00,39.5,22.5,0.0,267.04968,-0.11143494,0.714386,262.5244
1990-01-08 06:00:00,39.75,22.25,0.0,268.6786,-0.30381775,-1.1889343,257.1455
1990-01-08 06:00:00,39.75,22.5,0.0,272.83484,-0.052841187,-1.1860046,260.72363
1990-01-08 12:00:00,39.5,22.25,0.0,280.2942,-0.05897522,-0.22807312,269.073
1990-01-08 12:00:00,39.5,22.5,0.0,279.78442,-0.0062408447,-0.00541687,270.97534
1990-01-08 12:00:00,39.75,22.25,0.0,278.75903,-0.08631897,0.5580597,267.00854
1990-01-08 12:00:00,39.75,22.5,0.0,279.3352,-0.5599518,0.031692505,271.27222
1990-01-08 18:00:00,39.5,22.25,0.0,272.95453,0.8552704,0.15829468,267.80066
1990-01-08 18:00:00,39.5,22.5,0.0,272.851,0.5007782,0.8575134,268.82214
1990-01-08 18:00:00,39.75,22.25,0.0,269.93304,0.1648407,-0.65908813,266.31238
1990-01-08 18:00:00,39.75,22.5,0.0,273.77875,0.67167664,-0.34268188,269.2655
1990-01-09 00:00:00,39.5,22.25,0.0,267.0066,0.05470276,0.5449524,265.8496
1990-01-09 00:00:00,39.5,22.5,0.0,267.3777,0.014663696,0.67581177,266.60547
1990-01-09 00:00:00,39.75,22.25,0.0,268.2859,0.05079651,-1.0224304,262.5332
1990-01-09 00:00:00,39.75,22.5,0.0,272.2566,0.65919495,-0.58688354,265.19727
